 #  ,typed ident ,            identifier             ,         typ          ,                                                                  all types                                                                  ,     coord1 (ICRS|J2000/2000)      ,       pm       ,   plx   ,   radvel   ,  Mag B  ,  Mag V  ,  Mag I  ,  spec. type   ,        morph. type        ,      ang. size      ,#parents,#children,#siblings,#bib
1237,PK 043+02.1 ,IRAS 18599+1013                    ,PlanetaryNeb          ,PlanetaryNeb|PlanetaryNeb|PlanetaryNeb|Star|Galaxy|Infrared|PlanetaryNeb_Candidate                                                           ,285.57425 +10.29264                ,                ,         ,            ,12.2     ,11.4     ,         ,               ,                           ,                     ,0       ,0        ,0        ,  18
1238,PK 033-02.1 ,NGC 6741                           ,PlanetaryNeb          ,PlanetaryNeb|**|Star|Infrared                                                                                                                ,285.65458 -00.44908                ,                ,         ,42.9        ,         ,9.6      ,         ,               ,                           ,0.130 0.130          ,0       ,0        ,0        , 345
1239,PK 047+04.1 ,PN K 3-21                          ,PlanetaryNeb          ,PlanetaryNeb|Star|Infrared                                                                                                                   ,285.6682991339500 +14.4802210070200,  -3.302 -8.125 ,0.1301   ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  24
1240,PK 036-01.2 ,PN HaTr 11                         ,PlanetaryNeb          ,PlanetaryNeb|Infrared                                                                                                                        ,285.747388 +03.039103              ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  13
1241,PK 046+03.1 ,SH 2-78                            ,PlanetaryNeb          ,PlanetaryNeb|NearIR|WhiteDwarf|HIIReg|Star|ISM|UV|WhiteDwarf_Candidate|WhiteDwarf_Candidate                                                  ,285.7919821557000 +14.1163265494100,  -0.937 -3.869 ,1.4318   ,            ,17.633   ,17.660   ,17.543   ,DO             ,                           ,                     ,0       ,0        ,0        ,  33
1242,PK 051+06.1 ,PN K 1-17                          ,PlanetaryNeb          ,PlanetaryNeb|Star|Infrared                                                                                                                   ,285.9056757673329 +19.3562323989797,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  34
1243,PK 048+04.1 ,EM* AS 338                         ,Symbiotic*            ,PlanetaryNeb|EmLine*|Symbiotic*|Variable*|EmObj|Star|Infrared                                                                                ,285.9451550217700 +16.4380476219200,  -2.699 -7.038 ,0.069    ,            ,         ,         ,         ,M5IIIe         ,                           ,                     ,0       ,0        ,0        ,  91
1244,PK 038-00.1 ,PN HaTr 12                         ,PlanetaryNeb          ,PlanetaryNeb|Star|Infrared|PlanetaryNeb_Candidate                                                                                            ,285.9469499481300 +05.1614013767700,  -1.042 -4.369 ,0.4027   ,            ,         ,         ,         ,               ,                           ,                     ,1       ,0        ,0        ,   9
1245,PK 050+05.1 ,PN A66 52                          ,PlanetaryNeb          ,PlanetaryNeb|Star|Infrared                                                                                                                   ,286.134758 +17.951981              ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  28
1246,PK 036-01.3 ,IRAS 19021+0209                    ,PlanetaryNeb          ,PlanetaryNeb|EmObj|Variable*|EmLine*|PlanetaryNeb|EmObj|Star|Infrared|ISM|PlanetaryNeb_Candidate|PlanetaryNeb_Candidate                      ,286.1610104098500 +02.2400547689700,  -1.687 -4.469 ,0.0676   ,            ,16.960   ,15.487   ,         ,B[e]           ,                           , 0.35  0.35          ,0       ,0        ,0        ,  15
1247,PK 048+04.2 ,PN K 4-16                          ,PlanetaryNeb          ,PlanetaryNeb|Star|Infrared                                                                                                                   ,286.2146065796700 +15.7942014604400,   1.216 -1.855 ,0.1701   ,            ,         ,         ,         ,               ,                           ,0.050 0.050          ,0       ,0        ,0        ,  33
1248,PK 003-17.1 ,PN Hb 8                            ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,286.3997438199000 -33.1938922146300,      -7.1 -3.8 ,         ,180.5       ,14.47    ,13.22    ,         ,               ,                           ,0.083 0.083          ,0       ,0        ,0        ,  71
1249,PK 011-14.1 ,PN HDW 10                          ,PlanetaryNeb_Candidate,PlanetaryNeb|PlanetaryNeb_Candidate                                                                                                          ,286.42675 -25.39583                ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,   6
1250,PK 029-05.1 ,NGC 6751                           ,PlanetaryNeb          ,PlanetaryNeb|blue|EmLine*|Star|Galaxy|Infrared|PlanetaryNeb_Candidate|Radio                                                                  ,286.4814099064300 -05.9923024615400,  -0.908 -3.143 ,0.2908   ,-43         ,15.78    ,15.48    ,         ,[WC4]          ,                           ,0.400 0.360          ,0       ,0        ,0        , 325
1251,PK 058+09.1 ,NAME Si 1-2                        ,PlanetaryNeb          ,PlanetaryNeb|Star|Infrared                                                                                                                   ,286.5309449205100 +27.2159709275100,  -0.885 -5.465 ,0.2687   ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,   4
